Timestamp,CanID,DLC,DATA_0,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,Flag
1513920255.138832,0232,8,00,00,00,20,00,00,00,00,R
1513920255.139231,0579,8,BD,8A,48,3B,2E,D1,9E,FD,T
1513920255.139481,01AF,8,00,00,00,00,00,00,86,FF,R
1513920255.139702,0761,8,AC,C6,BE,0D,30,C8,1F,F4,T
1513920255.139956,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920255.140181,0290,8,61,39,A4,02,98,FB,3C,6C,T
1513920255.140493,0571,8,7F,6B,F9,92,A5,7F,D9,CB,T
1513920255.140737,01E5,8,5C,00,91,30,00,00,01,59,R
1513920255.140957,0040,8,BC,CE,2D,06,10,C7,53,31,T
1513920255.141213,0139,8,00,00,00,00,00,00,00,00,R
1513920255.141427,04D9,8,94,D5,72,DB,1C,63,2C,92,T
1513920255.141736,06E8,8,92,67,3F,14,2B,A4,D8,09,T
1513920255.142044,064F,8,64,F1,6C,97,03,D2,15,98,T
1513920255.142720,06B9,8,BF,62,9D,2C,8F,7B,E6,12,T
1513920255.143629,05CF,8,F5,C7,45,C5,DE,3E,2C,E2,T
1513920255.144536,066D,8,8F,83,52,62,0E,B1,E4,78,T
1513920255.144853,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920255.145060,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920255.145527,0464,8,20,1F,0C,B8,7F,55,84,63,T
1513920255.146341,0257,8,3D,FA,E9,1E,D2,E3,05,91,T
1513920255.147212,0231,8,5B,71,6B,B8,CE,4D,30,FB,T
1513920255.148100,076F,8,29,28,52,CB,2E,DF,BD,75,T
1513920255.148587,00AA,8,2C,76,2C,EF,46,53,0E,00,R
1513920255.149211,00F9,8,00,00,40,00,00,00,00,00,R
1513920255.149443,00C9,8,84,0B,94,0A,00,01,18,00,R
1513920255.149901,018E,8,00,00,00,68,96,88,06,88,R
1513920255.150246,0191,8,06,89,06,B5,06,88,00,00,R
1513920255.150698,01E5,8,5C,00,91,50,00,00,01,79,R
1513920255.150924,01BA,8,06,A6,6A,66,94,6A,67,22,R
1513920255.151384,01C3,8,06,89,06,A6,FF,E0,00,03,R
1513920255.151608,02DA,8,C5,F8,46,5A,89,8D,50,6F,T
1513920255.151859,01C4,8,27,62,C0,C1,02,00,07,FF,R
1513920255.152087,009F,8,EA,DF,4A,BC,77,C5,1F,B6,T
1513920255.152488,0284,8,05,06,12,4D,0A,37,8B,01,T
1513920255.152923,07F2,8,C7,1D,4C,C6,58,98,41,B3,T
1513920255.153173,04D1,8,00,00,31,01,00,FB,00,00,R
1513920255.153400,077F,8,0B,83,39,52,B0,7D,0B,B5,T
1513920255.153637,0589,8,C8,3C,76,86,7C,68,00,CA,R
1513920255.153862,07A9,8,DC,CF,EC,70,24,F7,2A,73,T
1513920255.154295,05FA,8,C6,81,ED,1F,AA,6F,EE,A1,T
1513920255.154875,00C1,8,30,F9,05,41,32,85,8B,91,R
1513920255.155108,00C5,8,33,52,0F,1D,F3,F4,03,D4,R
1513920255.155798,0182,8,DE,F1,02,00,00,00,00,00,R
1513920255.156387,01E9,8,00,10,00,0A,0F,FD,00,00,R
1513920255.156625,01FC,8,FE,ED,00,E4,00,00,03,0E,R
1513920255.157251,0232,8,00,00,00,20,00,00,00,00,R
1513920255.158684,034C,8,E2,A2,0F,FD,03,FE,00,10,R
1513920255.158898,04CD,8,D3,73,06,C0,11,C6,3A,A4,T
1513920255.159221,0552,8,90,45,EF,63,B8,72,9C,8F,T
1513920255.159538,06F6,8,6C,27,2C,67,44,98,26,6E,T
1513920255.159848,05CD,8,EE,80,4A,8E,4E,1E,35,96,T
1513920255.160151,06D9,8,5C,6B,98,BA,51,19,B1,B1,T
1513920255.160475,01E5,8,1A,8E,32,14,4F,B1,AC,9F,T
1513920255.160708,01E5,8,5C,00,91,70,00,00,01,99,R
1513920255.161094,00AA,8,2C,76,2C,EF,40,53,11,00,R
1513920255.161328,0667,8,53,61,B4,F0,5E,36,A8,3E,T
1513920255.161931,00C9,8,84,0B,50,0D,00,01,18,00,R
1513920255.162192,00F9,8,00,00,40,00,00,00,00,00,R
1513920255.162416,018E,8,00,00,00,68,96,88,06,88,R
1513920255.162880,0191,8,06,89,06,B4,06,88,00,00,R
1513920255.163272,06C4,8,20,5F,EC,AE,2F,CD,E0,2D,T
1513920255.163514,019D,8,03,2C,3C,D4,00,0C,A6,7E,R
1513920255.164118,077F,8,14,8B,55,29,A0,F1,64,2E,T
1513920255.164370,01AF,8,00,00,00,00,00,00,86,FF,R
1513920255.164595,02FF,8,9E,59,E0,8D,6B,D2,67,28,T
1513920255.164844,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920255.165080,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920255.165317,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920255.165767,0214,8,65,B1,71,09,E0,07,88,90,T
1513920255.166098,0565,8,BA,A1,70,8F,A9,1A,B8,08,T
1513920255.166414,00F9,8,39,1A,D4,0B,FA,8F,B8,B7,T
1513920255.167198,007D,8,33,C5,37,B7,6A,94,2F,60,T
1513920255.168109,0151,8,34,37,1E,28,57,59,57,1F,T
1513920255.169051,0391,8,65,13,43,C9,5D,6C,C3,17,T
1513920255.169961,00CC,8,A8,61,B7,64,9C,9D,7B,E9,T
1513920255.170551,01E5,8,5C,00,91,10,00,00,01,39,R
1513920255.170858,023C,8,19,7A,3F,33,B2,91,51,15,T
1513920255.171744,02C0,8,ED,10,2D,30,D5,06,B9,8C,T
1513920255.172639,05C8,8,B3,15,38,21,48,98,85,D6,T
1513920255.173418,00AA,8,2C,76,2C,EF,42,53,10,00,R
1513920255.173638,0135,8,8A,97,C9,CE,3C,32,3C,1A,T
1513920255.174258,00C9,8,84,0B,0C,00,00,01,18,00,R
1513920255.174514,00F9,8,00,00,40,00,00,00,00,00,R
1513920255.174740,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920255.174974,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920255.175582,018E,8,00,00,00,68,96,87,06,87,R
1513920255.176025,0191,8,06,89,06,B6,06,87,00,00,R
1513920255.176833,01E9,8,00,10,00,0A,0F,FE,00,00,R
1513920255.177054,01BA,8,06,A6,6A,66,95,6A,67,21,R
1513920255.177296,0232,8,00,00,00,20,00,00,00,00,R
1513920255.177535,01C3,8,06,89,06,A6,FF,F0,00,02,R
1513920255.177754,05CE,8,C1,6C,4A,22,DC,47,6B,41,T
1513920255.178010,01C4,8,4A,62,C0,C1,04,00,05,FE,R
1513920255.178220,02F3,8,1D,86,57,29,6E,22,DB,4C,T
1513920255.178851,067E,8,55,86,49,4C,8B,02,AB,78,T
1513920255.179274,051E,8,3C,C8,54,BF,0A,B4,95,6A,T
1513920255.179518,02C3,8,07,4D,06,86,00,00,5A,00,R
1513920255.179746,0423,8,B9,BA,38,D7,1B,13,D2,12,T
1513920255.180055,01C4,8,6D,A5,76,E8,4F,25,42,DD,T
1513920255.180370,079A,8,32,D2,D6,13,3F,4C,03,E3,T
1513920255.180625,01E5,8,5C,00,91,30,00,00,01,59,R
1513920255.180830,03A2,8,DC,B4,4E,CF,2B,81,B7,E8,T
1513920255.181399,024D,8,36,E0,AD,E5,8C,DA,D8,1D,T
1513920255.182288,010D,8,1F,2C,B3,79,EC,11,AE,3A,T
1513920255.183176,05A9,8,B1,2B,07,75,C5,B6,BB,A8,T
1513920255.183494,01F1,8,AE,0A,00,00,18,00,00,72,R
1513920255.184050,028C,8,F3,7F,DD,22,81,3C,8C,B5,T
1513920255.184898,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920255.185124,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920255.185568,01AC,8,39,D8,47,B5,DE,47,43,0B,T
1513920255.185882,00AA,8,2C,A8,2D,D5,44,52,29,00,R
1513920255.186107,03F1,8,00,96,5F,08,00,FF,0A,4F,R
1513920255.186739,00C9,8,84,0A,C1,07,00,01,18,00,R
1513920255.186972,00F9,8,00,00,40,00,00,00,00,00,R
1513920255.187212,018E,8,00,00,00,68,96,87,06,87,R
1513920255.187656,0191,8,06,89,06,B6,06,87,00,00,R
1513920255.188048,0586,8,FB,90,87,4E,76,EA,4E,4E,T
1513920255.188287,019D,8,43,2C,3C,D3,00,0C,82,7D,R
1513920255.188896,0367,8,E8,37,00,14,34,12,4B,34,T
1513920255.189143,01AF,8,00,00,00,00,00,00,86,FF,R
1513920255.189367,04F0,8,2F,0E,F1,31,F2,00,6E,92,T
1513920255.189620,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920255.189842,0528,8,CA,8E,63,1F,4C,22,05,AA,T
1513920255.190176,0385,8,2B,1B,06,41,EB,62,0D,A6,T
1513920255.190492,0606,8,A2,4C,4F,63,44,8D,F0,26,T
1513920255.190737,01E5,8,5C,00,91,50,00,00,01,79,R
1513920255.191114,026D,8,EA,B8,B2,23,AD,F8,75,87,T
1513920255.191984,069F,8,CA,BF,E4,AE,A3,F7,16,77,T
1513920255.192884,00B3,8,88,66,20,86,64,79,B9,8C,T
1513920255.193351,03C9,8,07,06,00,00,00,00,00,00,R
1513920255.193788,0228,8,80,35,E0,1C,8E,94,FE,20,T
1513920255.194670,0223,8,57,4B,FD,B4,9F,DD,B7,92,T
1513920255.194904,00C1,8,30,F9,05,41,32,85,8B,91,R
1513920255.195140,00C5,8,33,52,0F,1D,F3,F4,03,D4,R
1513920255.195968,01E9,8,00,0C,00,0A,0F,FF,00,00,R
1513920255.196216,0232,8,00,00,00,20,00,00,00,00,R
1513920255.196442,03EF,8,24,BF,5B,7F,78,A3,9D,E5,T
1513920255.196878,0656,8,3A,96,85,39,9F,AB,C0,30,T
1513920255.197332,0259,8,3C,5D,12,49,E2,D8,F4,BC,T
1513920255.198260,04D2,8,FE,A0,95,38,68,E8,27,A8,T
1513920255.198498,00AA,8,2C,AC,2D,D6,46,52,27,00,R
1513920255.199297,00C9,8,84,0A,83,0A,00,01,18,00,R
1513920255.199525,00F9,8,00,00,40,00,00,00,00,00,R
1513920255.199760,0110,8,D4,7A,D8,90,67,68,72,6B,T
1513920255.199997,018E,8,00,00,00,68,96,87,06,87,R
1513920255.200228,00C4,8,C0,F6,13,24,5F,41,00,60,T
1513920255.200456,0191,8,06,89,06,B6,06,87,00,00,R
1513920255.200914,01E5,8,5C,00,91,70,00,00,01,99,R
1513920255.201430,0289,8,9E,B1,73,16,08,D7,12,D1,T
1513920255.201880,01BA,8,06,99,69,96,96,69,A7,21,R
1513920255.202109,0173,8,7F,A3,20,6D,AE,2B,43,EE,T
1513920255.202348,01C3,8,06,89,06,9A,FF,C0,00,01,R
1513920255.202589,01C4,8,6D,62,C0,C1,06,00,03,FD,R
1513920255.202993,00EF,8,47,23,0B,BB,86,58,35,FB,T
1513920255.203802,05F6,8,EB,18,E4,27,05,FC,03,46,T
1513920255.204682,0712,8,E9,E9,22,E4,67,43,18,4B,T
1513920255.204922,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920255.205157,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920255.205623,01FC,8,FE,A1,00,A2,00,00,42,88,R
1513920255.206445,031E,8,09,04,20,C0,C7,49,F8,F2,T
1513920255.207071,034C,8,EA,A2,0F,FE,03,FC,00,10,R
1513920255.207296,05E4,8,3B,40,B9,95,70,CC,B6,A2,T
1513920255.207613,00EE,8,E2,02,79,5F,55,86,E4,CE,T
1513920255.208185,0561,8,4D,B7,68,0B,00,E3,AF,50,T
1513920255.209091,01EF,8,B9,63,13,0C,58,52,6A,A4,T
1513920255.210009,0617,8,01,D8,BF,EC,E3,1E,F9,D7,T
1513920255.210549,01E5,8,5C,00,91,10,00,00,01,39,R
1513920255.210902,00AD,8,80,88,DA,8E,86,3C,CC,45,T
1513920255.211137,00AA,8,2C,AD,2D,D8,40,52,28,00,R
1513920255.211767,00F9,8,00,00,40,00,00,00,00,00,R
1513920255.212011,00C9,8,84,0A,47,0D,00,01,18,00,R
1513920255.212234,012A,8,10,F0,70,68,00,00,90,90,R
1513920255.212458,015E,8,98,F0,18,01,75,19,F3,5D,T
1513920255.212918,018E,8,00,00,00,68,96,87,06,87,R
1513920255.213342,0191,8,06,89,06,B6,06,87,00,00,R
1513920255.213559,019D,8,83,2C,3C,D2,00,0C,48,7D,R
1513920255.214181,043F,8,A2,FA,2E,D4,F8,C4,14,EE,T
1513920255.214437,01AF,8,00,00,00,00,00,00,86,FF,R
1513920255.214650,0679,8,05,B2,14,3D,26,8C,89,6D,T
1513920255.214890,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920255.215132,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920255.215954,01E9,8,00,10,00,0A,0F,FD,00,00,R
1513920255.216207,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920255.216447,0232,8,00,00,00,20,00,00,00,00,R
1513920255.216900,07CA,8,B7,E6,20,93,EC,FD,D3,15,T
1513920255.217229,04D4,8,12,7E,71,75,0B,79,00,B0,T
1513920255.217540,07BA,8,36,50,09,7A,2D,74,BC,53,T
1513920255.217854,075A,8,BA,28,A8,E0,32,50,D4,06,T
1513920255.218164,0449,8,CB,C3,24,4C,86,B5,B9,87,T
1513920255.218794,07C2,8,29,D4,73,99,BE,11,84,05,T
1513920255.219705,0714,8,BC,92,AB,74,61,44,8B,22,T
1513920255.220540,01E5,8,5C,00,91,30,00,00,01,59,R
1513920255.220757,0535,8,0B,C2,A5,BE,5F,B5,27,89,T
1513920255.221010,0135,8,00,00,1F,02,0C,11,00,00,R
1513920255.221478,028C,8,0B,53,2B,79,CB,6E,FE,DF,T
1513920255.222357,03E0,8,EE,26,25,9E,0D,82,05,15,T
1513920255.223217,0303,8,7D,79,B5,D0,47,11,F9,EA,T
1513920255.223603,00AA,8,2C,A2,2D,DA,02,52,25,00,R
1513920255.224236,00F9,8,00,00,40,00,00,00,00,00,R
1513920255.224488,00C9,8,84,0A,0B,00,00,01,18,00,R
1513920255.224930,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920255.225162,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920255.225623,018E,8,00,00,00,68,86,87,06,87,R
1513920255.225974,0191,8,06,88,06,B5,06,87,00,00,R
1513920255.226428,033B,8,2A,44,53,0D,36,5D,21,2E,T
1513920255.226641,01BA,8,06,9A,69,A6,96,69,A7,21,R
1513920255.226861,0603,8,0F,34,2E,5B,6F,4B,35,10,T
1513920255.227108,01C3,8,06,88,06,9A,FF,D0,00,00,R
1513920255.227326,04B5,8,0E,83,26,59,21,32,F2,DE,T
1513920255.227581,01C4,8,00,62,C0,C1,00,00,00,00,R
1513920255.227806,0485,8,0A,66,67,0A,DF,1B,E4,79,T
1513920255.228198,065A,8,57,2E,3F,5E,EA,78,99,C4,T
1513920255.228843,0283,8,63,2C,EB,8A,5E,AC,7A,BE,T
1513920255.229089,02C3,8,07,4B,06,86,00,00,75,00,R
1513920255.229321,059F,8,21,9F,E0,5F,D0,23,B4,E6,T
1513920255.229593,03C1,8,07,65,F7,00,00,00,00,00,R
1513920255.229827,03D1,8,00,5D,C0,00,00,00,00,00,R
1513920255.230078,03D3,8,80,00,20,00,7F,FD,5F,00,R
1513920255.230330,0429,8,23,09,3B,C1,40,1C,8A,07,T
1513920255.230676,01E5,8,5C,00,91,50,00,00,01,79,R
1513920255.230921,03E9,8,00,00,0D,0C,00,00,16,02,R
1513920255.231174,0137,8,00,00,00,00,00,00,00,00,R
1513920255.231394,01C4,8,9A,80,09,47,6A,78,D8,81,T
1513920255.232031,0763,8,74,AE,33,54,31,EB,C4,5C,T
1513920255.232943,07F1,8,A5,62,82,F7,7F,51,34,83,T
1513920255.233833,01AE,8,6C,72,C5,78,E8,FD,7F,A7,T
1513920255.234720,0541,8,D0,C4,A8,A4,39,47,56,93,T
1513920255.234971,00C1,8,30,F9,05,41,32,85,8B,91,R
1513920255.235191,00C5,8,33,52,0F,1D,F3,F4,03,D4,R
1513920255.236006,00AA,8,2D,65,2D,DC,44,52,22,00,R
1513920255.236250,01E9,8,00,10,00,0A,0F,FD,00,00,R
1513920255.236864,00C9,8,84,09,CB,07,00,01,18,00,R
1513920255.237114,00F9,8,00,00,40,00,00,00,00,00,R
1513920255.237349,018E,8,00,00,00,68,96,87,06,87,R
1513920255.237803,0191,8,06,89,06,DC,06,87,00,00,R
1513920255.238239,0232,8,00,00,00,20,00,00,00,00,R
1513920255.238663,019D,8,C3,2C,3C,D1,00,0C,02,7D,R
1513920255.238890,0609,8,10,2E,AE,63,DC,1F,3B,DB,T
1513920255.239293,061E,8,28,1A,E7,FA,5F,97,34,47,T
1513920255.239545,01AF,8,00,00,00,00,00,00,86,FF,R
1513920255.239762,036A,8,F6,E4,A4,55,19,97,DC,AB,T
1513920255.240020,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920255.240231,023C,8,7E,48,AE,31,69,31,8B,1C,T
1513920255.240550,01E5,8,5C,00,91,70,00,00,01,99,R
1513920255.240774,017A,8,39,BA,CB,F0,D7,2B,D3,77,T
1513920255.241016,0139,8,00,00,00,00,00,00,00,00,R
1513920255.241239,0695,8,23,45,CD,A8,E6,E6,69,DE,T
1513920255.241547,04AB,8,BB,43,63,59,2C,BC,97,21,T
1513920255.241854,00FD,8,6D,0D,7B,67,20,EC,D1,FB,T
1513920255.242551,04F8,8,A0,48,B4,0D,91,00,3D,2E,T
1513920255.243611,04D4,8,78,C5,54,F6,6A,76,87,51,T
1513920255.244349,0154,8,05,D0,38,09,EF,E9,25,D7,T
1513920255.244781,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920255.245022,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920255.245469,05D9,8,0A,6C,5B,25,9E,64,37,E1,T
1513920255.246143,0442,8,58,A5,91,42,0D,32,86,07,T
1513920255.247055,00BC,8,7C,AC,C3,A8,6F,5E,CF,47,T
1513920255.247949,027B,8,6A,68,73,79,74,51,FC,53,T
1513920255.248572,00AA,8,2D,C7,2E,1D,06,51,E0,00,R
1513920255.249191,00C9,8,84,09,81,0A,00,01,18,00,R
1513920255.249446,00F9,8,00,00,40,00,00,00,00,00,R
1513920255.249689,018E,8,00,00,00,68,96,86,06,86,R
1513920255.250129,0191,8,06,89,06,DC,06,86,00,00,R
1513920255.250468,078E,8,2B,0E,07,88,6F,47,45,B1,T
1513920255.250805,00DA,8,8B,24,6D,DE,59,2E,6F,31,T
1513920255.251270,01E5,8,5C,00,91,10,00,00,01,39,R
1513920255.251497,01BA,8,06,B2,6B,26,B8,6B,27,20,R
1513920255.251889,01C3,8,06,89,06,B2,FF,E0,00,03,R
1513920255.252109,02EB,8,45,0A,16,9C,3E,39,2F,3E,T
1513920255.252359,01C4,8,27,62,C0,C1,02,00,07,FF,R
1513920255.252577,044E,8,E3,70,94,3C,C7,68,C4,DD,T
1513920255.252975,0548,8,13,E0,6A,2C,3D,E1,DA,F1,T
1513920255.253430,05EB,8,01,66,0C,9D,7A,E7,04,C7,T
1513920255.254213,0364,8,DB,F7,58,67,3D,90,BB,71,T
1513920255.254818,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920255.255048,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920255.255727,0182,8,DE,F1,02,00,00,00,00,00,R
1513920255.256333,01E9,8,00,10,00,0A,0F,FF,00,00,R
1513920255.256572,01FC,8,FE,E0,00,D0,00,00,82,FD,R
1513920255.257191,0232,8,00,00,00,20,00,00,00,00,R
1513920255.257610,02DD,8,21,0C,A8,85,BF,18,F3,F4,T
1513920255.258835,034C,8,F2,A7,0F,FF,03,FF,00,10,R
1513920255.259062,05F3,8,DD,69,41,C5,00,04,9D,3F,T
1513920255.259374,03DE,8,42,37,32,AF,25,AF,12,31,T
1513920255.259688,027A,8,C1,D5,8F,BA,DB,16,F6,FF,T
1513920255.260011,03E1,8,B4,8C,85,01,18,13,01,D8,T
1513920255.260326,0442,8,D3,CA,FD,14,65,A0,8D,34,T
1513920255.260566,01E5,8,5C,00,91,30,00,00,01,59,R
1513920255.260781,04AB,8,26,DD,25,1D,91,44,59,E8,T
1513920255.261026,00AA,8,2D,C7,2E,1F,00,51,E1,00,R
1513920255.261254,0077,8,BE,12,0A,A6,C7,85,94,41,T
1513920255.261894,00C9,8,84,09,48,0D,00,01,18,00,R
1513920255.262129,00F9,8,00,00,40,00,00,00,00,00,R
1513920255.262345,011A,8,75,46,E7,90,69,83,D0,BC,T
1513920255.262812,018E,8,00,00,00,68,96,86,06,86,R
1513920255.263211,0191,8,06,89,06,DC,06,86,00,00,R
1513920255.263462,019D,8,03,2C,3C,D4,00,0B,AA,7D,R
1513920255.264054,06A6,8,D9,4E,7A,79,15,07,7B,78,T
1513920255.264301,01AF,8,00,00,00,00,00,00,86,FF,R
1513920255.264533,05FE,8,6E,C8,0C,5B,2E,E0,B7,10,T
1513920255.264774,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920255.264996,0024,8,AF,63,A3,A1,CF,40,E4,D9,T
1513920255.265247,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920255.265471,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920255.266146,062D,8,77,67,92,FB,8B,FE,56,E9,T
1513920255.266694,0340,8,FB,DC,D7,E1,79,4A,C8,90,T
1513920255.267597,04B6,8,4D,D4,0C,7F,F8,76,F7,DA,T
1513920255.268570,001B,8,8B,26,40,39,47,8C,8A,A4,T
1513920255.269430,0219,8,E3,27,AF,DE,31,06,7B,4E,T
1513920255.270347,0559,8,D3,E1,8C,A9,BE,03,66,19,T
1513920255.270590,01E5,8,5C,00,91,50,00,00,01,79,R
1513920255.271230,03F7,8,C1,FB,FA,FB,17,2A,42,E8,T
1513920255.272117,05BD,8,F7,68,F4,28,37,75,98,6B,T
1513920255.273000,0178,8,75,5A,68,8F,E5,6E,41,AB,T
1513920255.273424,00AA,8,2D,C6,2E,22,02,51,DD,00,R
1513920255.274054,00C9,8,84,09,14,00,00,01,18,00,R
1513920255.274296,00F9,8,00,00,40,00,00,00,00,00,R
1513920255.274532,018E,8,00,00,00,68,96,86,06,86,R
1513920255.274766,00C1,8,30,F9,05,41,32,85,8B,91,R
1513920255.275000,00C5,8,33,52,0F,1D,F3,F4,03,D4,R
1513920255.275619,0191,8,06,89,06,DC,06,86,00,00,R
1513920255.276395,01E9,8,00,10,00,0A,0F,FF,00,00,R
1513920255.276874,0232,8,00,00,00,20,00,00,00,00,R
1513920255.277085,01BA,8,06,B2,6B,26,B9,6B,27,20,R
1513920255.277309,0446,8,C9,F5,30,16,A8,5E,09,CF,T
1513920255.277555,01C3,8,06,89,06,B2,FF,F0,00,02,R
1513920255.277773,01B4,8,D7,BC,4F,F0,4D,C4,AA,F3,T
1513920255.278022,01C4,8,4A,62,C0,C1,04,00,05,FE,R
1513920255.278250,0530,8,29,E9,83,05,C5,D8,34,8A,T
1513920255.278853,03E6,8,18,84,F8,F3,32,A7,4D,27,T
1513920255.279295,05DA,8,0B,5D,90,AC,85,F5,F5,4A,T
1513920255.279553,02C3,8,07,4B,06,85,00,00,8D,00,R
1513920255.279759,06D7,8,0C,93,12,31,19,76,31,2E,T
1513920255.280085,024F,8,73,DC,B6,89,AE,43,75,69,T
1513920255.280418,026F,8,1C,87,77,C0,17,4D,CF,B7,T
1513920255.280660,01E5,8,5C,00,91,70,00,00,01,99,R
1513920255.280878,03BC,8,62,86,8D,C6,64,2E,AF,29,T
1513920255.281129,01F1,8,AE,0A,00,00,18,00,00,72,R
1513920255.281793,045D,8,37,BC,58,F6,C5,39,4F,65,T
1513920255.282698,074B,8,29,A2,3B,CA,0F,D2,80,E6,T
1513920255.283620,05FB,8,C6,8C,81,11,98,3D,88,4A,T
1513920255.284528,001E,8,58,F8,E2,E0,3A,53,10,1C,T
1513920255.284922,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920255.285158,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920255.285606,026F,8,71,AF,6E,54,58,11,15,A7,T
1513920255.286078,00AA,8,2D,C5,2D,FF,04,51,FF,00,R
1513920255.286694,00C9,8,84,08,E1,07,00,01,18,00,R
1513920255.286945,00F9,8,00,00,40,00,00,00,00,00,R
1513920255.287179,018E,8,00,00,00,68,96,86,06,86,R
1513920255.287631,0191,8,06,89,06,DC,06,86,00,00,R
1513920255.288024,0512,8,9F,EE,F0,BE,FC,34,F6,96,T
1513920255.288262,019D,8,43,2C,3C,D3,00,0B,78,7D,R
1513920255.288528,00CE,8,42,BB,4A,74,D2,47,20,1B,T
1513920255.289107,048D,8,E8,22,69,13,E2,7D,41,E8,T
1513920255.289340,01AF,8,00,00,00,00,00,00,86,FF,R
1513920255.289560,05D0,8,04,A1,16,C6,10,04,A7,22,T
1513920255.289813,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920255.290041,0208,8,82,53,91,9E,6F,15,20,CD,T
1513920255.290546,01E5,8,5C,00,91,10,00,00,01,39,R
1513920255.290841,0220,8,14,F6,DC,D5,97,6F,4E,9E,T
1513920255.291093,03C9,8,07,06,00,00,00,00,00,00,R
1513920255.291767,071F,8,E2,6F,71,CF,A9,19,05,6F,T
1513920255.292661,07DC,8,4B,22,F3,3C,86,CB,74,83,T
1513920255.293555,012D,8,4D,67,4F,81,B5,CE,DC,E3,T
1513920255.294448,062F,8,BF,C3,3F,DA,E9,EA,1D,9B,T
1513920255.294743,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920255.294972,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920255.295441,004F,8,49,99,07,39,7B,4C,4C,15,T
1513920255.296029,01E9,8,00,0C,00,0A,0F,FF,00,00,R
1513920255.296284,0232,8,00,00,00,20,00,00,00,00,R
1513920255.296505,0418,8,51,80,02,B3,93,12,72,10,T
1513920255.297162,0548,8,A7,90,E1,FA,C4,84,33,AA,T
1513920255.298058,0626,8,E7,28,1C,FF,3D,92,79,C4,T
1513920255.298592,00AA,8,2D,53,2E,01,06,51,FC,00,R
1513920255.299210,00C9,8,84,08,9D,0A,00,01,18,00,R
1513920255.299473,00F9,8,00,00,40,00,00,00,00,00,R
1513920255.299695,018E,8,00,00,00,68,96,86,06,86,R
1513920255.300146,0191,8,06,89,06,CD,06,86,00,00,R
1513920255.300480,05FE,8,8F,AE,5E,D4,CC,B6,73,C6,T
1513920255.300931,0005,8,78,FE,C1,C1,59,8A,2E,FD,T
1513920255.301347,01BA,8,06,A3,6A,36,9A,6A,37,20,R
1513920255.301585,01E5,8,5C,00,91,30,00,00,01,59,R
1513920255.301836,01C3,8,06,89,06,A3,FF,C0,00,01,R
1513920255.302046,0608,8,D5,50,B0,18,9C,A0,F0,D7,T
1513920255.302295,01C4,8,6D,62,C0,C1,06,00,03,FD,R
1513920255.302520,0191,8,FD,41,AA,CE,0B,7F,D8,62,T
1513920255.302916,012B,8,83,05,34,96,31,A1,5A,8F,T
1513920255.303385,040E,8,15,80,48,06,F2,40,83,47,T
1513920255.304290,0200,8,C7,B9,3E,BB,D6,2B,C4,C5,T
1513920255.304836,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920255.305065,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920255.305530,01FC,8,FE,17,00,7A,00,00,C1,E6,R
1513920255.306741,034C,8,FA,9D,0F,FE,03,F9,00,0C,R
1513920255.307170,04F8,8,C0,72,1D,2B,B6,D9,78,E6,T
1513920255.307482,0762,8,6A,2E,E9,C1,2F,46,8B,83,T
1513920255.307793,04C2,8,5C,D0,8E,FF,2B,EE,C9,8C,T
1513920255.308103,04DB,8,A9,3B,99,1F,DB,A4,20,B2,T
1513920255.308769,0141,8,B7,AE,29,82,9D,A9,82,4C,T
